scenario,trip_id,vehicle_id,powertrain,route_id,route_family,direction,departure,arrival,departure_min,arrival_min,service_distance_km,service_minutes,distance_source
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1027,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,10:27,11:14,627,674,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.1032,35f95479-c68e-40bc-b31a-1f0a5490227c,BEV,odpt-route-4109a31659bc,渋21,inbound,10:32,10:59,632,659,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1036,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,10:36,11:22,636,682,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1038,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,10:38,11:25,638,685,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1045,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,10:45,11:35,645,695,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1046,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,10:46,11:33,646,693,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1055,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,10:55,11:41,655,701,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1058,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,10:58,11:45,658,705,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.1101,e56620e3-804c-41a3-9441-b054b74c1392,BEV,odpt-route-4109a31659bc,渋21,inbound,11:01,11:28,661,688,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1105,3acd650a-ca8c-4114-9922-f514a915f460,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,11:05,11:55,665,715,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1106,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,11:06,11:53,666,713,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.1109,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c,BEV,odpt-route-4109a31659bc,渋21,inbound,11:09,11:36,669,696,5.817547,27,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1115,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,11:15,12:01,675,721,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1118,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,11:18,12:05,678,725,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1125,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,11:25,12:15,685,735,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1125,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,11:25,12:12,685,732,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1135,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,11:35,12:21,695,741,8.878174,46,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1138,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,11:38,12:25,698,745,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1145,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,11:45,12:35,705,755,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1145,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,11:45,12:32,705,752,9.376639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1155,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,11:55,12:43,715,763,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1158,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,11:58,12:45,718,765,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1205,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,12:05,12:55,725,775,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1205,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,12:05,12:58,725,778,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1215,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,12:15,13:03,735,783,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1218,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,12:18,13:05,738,785,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1225,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,12:25,13:15,745,795,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1225,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,12:25,13:18,745,798,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1235,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,12:35,13:23,755,803,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1238,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,12:38,13:25,758,805,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1245,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,12:45,13:38,765,818,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1248,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,12:48,13:35,768,815,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1255,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,12:55,13:43,775,823,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1301,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,13:01,13:45,781,825,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1305,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,13:05,13:58,785,838,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1308,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,13:08,13:55,788,835,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1315,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,13:15,14:03,795,843,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1321,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,13:21,14:05,801,845,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1325,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,13:25,14:18,805,858,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1328,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,13:28,14:15,808,855,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1335,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,13:35,14:23,815,863,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1341,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,13:41,14:25,821,865,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1345,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,13:45,14:38,825,878,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1348,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,13:48,14:35,828,875,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1355,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,13:55,14:43,835,883,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1401,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,14:01,14:45,841,885,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1405,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,14:05,14:58,845,898,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1408,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,14:08,14:55,848,895,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1415,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,14:15,15:03,855,903,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1421,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,14:21,15:05,861,905,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1425,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,14:25,15:18,865,918,9.376639,53,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1428,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,14:28,15:15,868,915,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1435,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,14:35,15:23,875,923,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1441,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,14:41,15:25,881,925,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1445,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,14:45,15:37,885,937,9.376639,52,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1452,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,14:52,15:39,892,939,9.262104,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1455,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,14:55,15:43,895,943,8.878174,48,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602125.Sakurashougakkou.00240160.a.Weekday.1503,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c,BEV,odpt-route-599baa9cb2fb,渋21,outbound,15:03,15:34,903,934,5.703012,31,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1503,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,15:03,15:47,903,947,8.763639,44,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1505,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,15:05,16:01,905,961,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1514,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,15:14,16:04,914,964,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1515,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,15:15,16:06,915,966,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602125.Sakurashougakkou.00240160.a.Weekday.1524,e56620e3-804c-41a3-9441-b054b74c1392,BEV,odpt-route-599baa9cb2fb,渋21,outbound,15:24,15:55,924,955,5.703012,31,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1525,3acd650a-ca8c-4114-9922-f514a915f460,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,15:25,16:21,925,981,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu21.0004602125.Sakurashougakkou.00240160.a.Weekday.1526,35f95479-c68e-40bc-b31a-1f0a5490227c,BEV,odpt-route-599baa9cb2fb,渋21,outbound,15:26,16:00,926,960,5.703012,34,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1526,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,15:26,16:13,926,973,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1533,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,15:33,16:23,933,983,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1535,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,15:35,16:26,935,986,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1544,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,15:44,16:40,944,1000,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1546,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,15:46,16:33,946,993,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1552,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,15:52,16:43,952,1003,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1552,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,15:52,16:42,952,1002,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1600,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-fb12ae43f5b0,渋23,outbound,16:00,16:56,960,1016,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1606,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,16:06,16:53,966,1013,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1609,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,16:09,17:00,969,1020,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1613,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,16:13,17:03,973,1023,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1618,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,16:18,17:14,978,1034,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1626,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,16:26,17:13,986,1033,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1628,66629acd-98e0-4911-bc68-cd1c9b434a49,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,16:28,17:19,988,1039,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1633,3acd650a-ca8c-4114-9922-f514a915f460,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,16:33,17:23,993,1043,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1637,992b60f3-a928-4505-ad03-258145614671,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,16:37,17:33,997,1053,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1646,8270c9a2-ed1f-4508-81a0-0903ddc4924c,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,16:46,17:33,1006,1053,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1647,cf7b771e-a6ac-4e0b-9738-ad3901a68307,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,16:47,17:38,1007,1058,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1653,4159394a-daba-42d9-aa73-3474613ab9f1,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,16:53,17:43,1013,1063,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1656,b46f03c3-cfd6-4398-ad6a-a3bbfac7528f,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,16:56,17:52,1016,1072,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1703,4f5a4c1d-cac3-4fd2-87a8-cf0049c71ebe,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,17:03,17:50,1023,1070,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1706,3e38e74f-191a-4b72-8061-59f0020151e3,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,17:06,17:57,1026,1077,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1709,a645e188-64a8-4244-9882-49f00eeb8a62,BEV,odpt-route-e3a3088fd8ba,渋23,inbound,17:09,17:59,1029,1079,9.262104,50,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1715,83b7c190-860f-449d-9fa5-cf6acc616e22,ICE,odpt-route-fb12ae43f5b0,渋23,outbound,17:15,18:11,1035,1091,9.376639,56,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1719,58bf7ff7-1083-4fbf-84b3-58d45c129f30,BEV,odpt-route-206aa2ef5f3a,渋22,inbound,17:19,18:06,1039,1086,8.763639,47,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1725,89d3f73a-7cd0-421c-8e62-45a073264f6c,BEV,odpt-route-a6b5e7bf98f7,渋22,outbound,17:25,18:16,1045,1096,8.878174,51,trip_stop_sequence_polyline_haversine
SUNNY,odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1727,e4463ae4-7450-4ea4-b9e5-46962d854a07,ICE,odpt-route-e3a3088fd8ba,渋23,inbound,17:27,18:17,1047,1097,9.262104,50,trip_stop_sequence_polyline_haversine
