scenario,scenario_id,prepared_input_id,slot_index,time,slot_minutes,pv_generated_kwh,pv_to_bus_kwh,pv_to_bess_kwh,pv_curtailed_kwh,bess_to_bus_kwh,grid_to_bus_kwh,grid_to_bess_kwh,bess_soc_end_kwh,bev_charging_load_kwh,grid_import_kwh,grid_import_kw,charging_sessions_gt_1e_minus6_kw,charging_sessions_ge_1_kw,charging_kw,bess_at_upper_bound_1e3_kwh,all_ports_power_active
SUNNY,771d115b-75b0-49f7-a7f0-25f259a2cd21,prepared-1f1b85053b8c9ea1-453c50ff177c277b-8acc7b3a,95,23:45,15,0.0,0.0,0.0,0.0,92.84820112210524,0.0,0.0,3000.0,92.84820112210524,0.0,0.0,9,7,371.392804488421,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,0,00:00,15,0.0,0.0,0.0,0.0,45.000025,0.0,0.0,2952.631552631579,45.000025,0.0,0.0,4,3,180.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,1,00:15,15,0.0,0.0,0.0,0.0,49.8782345136842,3.54097722736842,0.0,2900.1281478803326,53.41921174105262,3.54097722736842,14.16390890947368,7,5,213.67684696421048,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,2,00:30,15,0.0,0.0,0.0,0.0,44.91839114105262,2.5e-05,0.0,2852.8456308897507,44.918416141052624,2.5e-05,0.0001,4,3,179.6736645642105,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,3,00:45,15,0.0,0.0,0.0,0.0,37.5,0.0,0.0,2813.3719466792245,37.5,0.0,0.0,2,2,150.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,4,01:00,15,0.0,0.0,0.0,0.0,53.51551052631586,0.0,0.0,2757.039830335734,53.51551052631586,0.0,0.0,8,4,214.0620421052634,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,5,01:15,15,0.0,0.0,0.0,0.0,64.31882511368421,0.0,0.0,2689.3358039002774,64.31882511368421,0.0,0.0,7,5,257.27530045473685,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,6,01:30,15,0.0,0.0,0.0,0.0,2.5e-05,0.0,0.0,2689.335777584488,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,7,01:45,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689.335777584488,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,8,02:00,15,0.0,0.0,0.0,0.0,37.5,0.0,0.0,2649.8620933739617,37.5,0.0,0.0,3,3,150.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,9,02:15,15,0.0,0.0,0.0,0.0,2.550024999999756,0.0,0.0,2647.1778565318564,2.550024999999756,0.0,0.0,2,1,10.200099999999999,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,10,02:30,15,0.0,0.0,0.0,0.0,2.5e-05,0.0,0.0,2647.177830216067,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,11,02:45,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2647.177830216067,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,12,03:00,15,0.0,0.0,0.0,0.0,7.5,0.0,0.0,2639.2830933739615,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,13,03:15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2639.2830933739615,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,14,03:30,15,0.0,0.0,0.0,0.0,7.5,0.0,0.0,2631.388356531856,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,15,03:45,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2631.388356531856,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,16,04:00,15,0.0,0.0,0.0,0.0,13.265567557894787,0.0,0.0,2617.4246012077565,13.265567557894787,0.0,0.0,4,2,53.06227023157915,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,17,04:15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.4246012077565,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,18,04:30,15,0.0,0.0,0.0,0.0,7.500105263157809,0.0,0.0,2609.529753562327,7.500105263157809,0.0,0.0,2,1,30.000421052631236,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,19,04:45,15,0.0,0.0,0.0,0.0,2.5e-05,0.0,0.0,2609.5297272465377,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,20,05:00,15,2.55,2.55,0.0,0.0,0.0,1.3051062968416187,0.0,2609.5297272465377,3.8551062968416185,1.3051062968416187,5.220425187366475,1,1,15.420425187366474,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,21,05:15,15,2.55,2.55,0.0,0.0,0.0,0.0,0.0,2609.5297272465377,2.55,0.0,0.0,1,1,10.2,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,22,05:30,15,2.55,2.55,0.0,0.0,0.0,3.910952633527505,0.0,2609.5297272465377,6.460952633527505,3.910952633527505,15.64381053411002,4,2,25.84381053411002,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,23,05:45,15,2.55,2.55,0.0,0.0,0.0,4.308018307368244,0.0,2609.5297272465377,6.858018307368244,4.308018307368244,17.232073229472977,4,1,27.432073229472977,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,24,06:00,15,13.8125,13.8125,0.0,0.0,0.0,9.33787702103108,0.0,2609.5297272465377,23.15037702103108,9.33787702103108,37.35150808412432,5,4,92.60150808412432,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,25,06:15,15,13.8125,13.8125,0.0,0.0,0.0,30.57541642317941,0.0,2609.5297272465377,44.387916423179405,30.57541642317941,122.30166569271763,4,3,177.55166569271762,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,26,06:30,15,13.8125,2.8480261221052583,10.964473877894742,0.0,0.0,0.0,0.0,2619.945977430538,2.8480261221052583,0.0,0.0,1,1,11.392104488421033,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,27,06:45,15,13.812500000000004,0.0,13.812500000000004,0.0,0.0,0.0,0.0,2633.0678524305376,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,28,07:00,15,18.7,0.0,18.7,0.0,0.0,0.0,0.0,2650.8328524305375,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,29,07:15,15,18.7,0.0,18.7,0.0,0.0,0.0,0.0,2668.5978524305388,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,30,07:30,15,18.7,0.0,18.7,0.0,0.0,0.0,0.0,2686.362852430539,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,31,07:45,15,18.7,0.0,18.7,0.0,0.0,0.0,0.0,2704.127852430539,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,32,08:00,15,12.75,0.0,12.75,0.0,0.0,0.0,0.0,2716.240352430539,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,33,08:15,15,12.75,0.0,12.75,0.0,0.0,0.0,0.0,2728.3528524305393,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,34,08:30,15,12.75,0.0,12.75,0.0,0.0,0.0,0.0,2740.4653524305413,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,35,08:45,15,12.75,7.5,5.25,0.0,0.0,0.0,0.0,2745.4528524305415,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,36,09:00,15,21.0375,21.0375,0.0,0.0,0.0,12.923902416817022,0.0,2745.4528524305415,33.96140241681702,12.923902416817022,51.69560966726809,3,3,135.8456096672681,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,37,09:15,15,21.0375,21.0375,0.0,0.0,0.0,23.96255,0.0,2745.4528524305415,45.00005,23.96255,95.8502,4,2,180.0002,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,38,09:30,15,21.0375,21.0375,0.0,0.0,0.0,5.3571670736796575,0.0,2745.4528524305415,26.39466707367966,5.3571670736796575,21.42866829471863,4,3,105.57866829461895,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,39,09:45,15,21.0375,21.0375,0.0,0.0,0.0,0.0,0.0,2745.4528524305415,21.0375,0.0,0.0,4,3,84.15000000002934,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,40,10:00,15,21.25,15.0,6.25,0.0,0.0,0.0,0.0,2751.3903524305415,15.0,0.0,0.0,1,1,60.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,41,10:15,15,21.25,4.013849273665829,17.23615072633417,0.0,0.0,0.0,0.0,2767.764695620559,4.013849273665829,0.0,0.0,2,1,16.055397094663316,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,42,10:30,15,21.25,15.000025000018324,6.249974999981677,0.0,0.0,0.0,0.0,2773.7021718705414,15.000025000018324,0.0,0.0,2,1,60.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,43,10:45,15,21.25,4.013824273666731,17.23617572633327,0.0,0.0,0.0,0.0,2790.076538810558,4.013824273666731,0.0,0.0,2,1,16.055297094666923,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,44,11:00,15,31.6625,15.0,16.6625,0.0,0.0,0.0,0.0,2805.9059138105576,15.0,0.0,0.0,1,1,60.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,45,11:15,15,31.6625,2.5e-05,31.662475,0.0,0.0,0.0,0.0,2835.9852650605576,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,46,11:30,15,31.6625,2.5e-05,31.662475,0.0,0.0,0.0,0.0,2866.064616310558,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,47,11:45,15,31.6625,2.5e-05,31.662475,0.0,0.0,0.0,0.0,2896.143967560558,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,48,12:00,15,21.4625,0.0,21.4625,0.0,0.0,0.0,0.0,2916.533342560558,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,49,12:15,15,21.4625,0.0,21.4625,0.0,0.0,0.0,0.0,2936.9227175605583,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,50,12:30,15,21.4625,0.0,21.4625,0.0,0.0,0.0,0.0,2957.3120925605563,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,51,12:45,15,21.4625,0.0,21.4625,0.0,0.0,0.0,0.0,2977.7014675605565,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,52,13:00,15,29.5375,7.5,22.0375,0.0,0.0,0.0,0.0,2998.6370925605565,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,53,13:15,15,29.5375,0.0,29.5375,0.0,0.0,0.0,0.0,3026.6977175605566,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,54,13:30,15,29.537499999999987,7.5,22.037499999999987,0.0,0.0,0.0,0.0,3047.6333425605553,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,55,13:45,15,29.5375,0.0,29.5375,0.0,0.0,0.0,0.0,3075.6939675605554,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,56,14:00,15,31.875,2.5e-05,31.874975,0.0,0.0,0.0,0.0,3105.9751938105555,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,57,14:15,15,31.875,0.0,31.875,0.0,0.0,0.0,0.0,3136.2564438105555,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,58,14:30,15,31.875,2.5e-05,31.874975,0.0,0.0,0.0,0.0,3166.5376700605552,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,59,14:45,15,31.875,0.0,31.875,0.0,0.0,0.0,0.0,3196.8189200605552,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,60,15:00,15,22.3125,7.5,14.8125,0.0,0.0,0.0,0.0,3210.8907950605553,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,61,15:15,15,22.3125,0.0,22.3125,0.0,0.0,0.0,0.0,3232.0876700605554,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,62,15:30,15,22.3125,0.9169009557891279,21.395599044210872,0.0,0.0,0.0,0.0,3252.413489152554,0.9169009557891279,0.0,0.0,1,1,3.6676038231565116,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,63,15:45,15,22.3125,0.0,22.3125,0.0,0.0,0.0,0.0,3273.610364152554,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,64,16:00,15,14.6625,0.0,14.6625,0.0,0.0,0.0,0.0,3287.5397391525544,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,65,16:15,15,14.662499999999984,7.5,7.162499999999984,0.0,0.0,0.0,0.0,3294.3441141525545,7.5,0.0,0.0,1,1,30.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,66,16:30,15,14.6625,0.0,14.6625,0.0,0.0,0.0,0.0,3308.2734891525542,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,67,16:45,15,14.6625,7.4999749999999885,7.162525000000011,0.0,0.0,0.0,0.0,3315.0778879025543,7.4999749999999885,0.0,0.0,1,1,29.999899999999954,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,68,17:00,15,6.8,2.5e-05,6.799975,0.0,0.0,0.0,0.0,3321.5378641525544,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,69,17:15,15,6.8,2.5e-05,6.799975,0.0,0.0,0.0,0.0,3327.9978404025546,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,70,17:30,15,6.8,6.7998249999999825,0.00017500000001735572,0.0,0.0,0.0,0.0,3327.998006652554,6.7998249999999825,0.0,0.0,1,1,27.19929999999993,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,71,17:45,15,6.8,2.5e-05,6.799975,0.0,0.0,0.0,0.0,3334.4579829025542,2.5e-05,0.0,0.0,1,0,0.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,72,18:00,15,0.6375,2.500000000000001e-05,0.6374749999999999,0.0,0.0,0.0,0.0,3335.063584152554,2.500000000000001e-05,0.0,0.0,1,0,0.00010000000000000005,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,73,18:15,15,0.6375,2.4999999996716244e-05,0.6374750000000032,0.0,0.0,0.0,0.0,3335.669185402554,2.4999999996716244e-05,0.0,0.0,1,0,9.999999998686498e-05,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,74,18:30,15,0.6375,2.500000000000001e-05,0.6374749999999999,0.0,0.0,0.0,0.0,3336.274786652554,2.500000000000001e-05,0.0,0.0,1,0,0.00010000000000000005,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,75,18:45,15,0.6375,2.500000000000001e-05,0.6374749999999999,0.0,0.0,0.0,0.0,3336.880387902554,2.500000000000001e-05,0.0,0.0,1,0,0.00010000000000000005,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,76,19:00,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902554,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,77,19:15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902554,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,78,19:30,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902554,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,79,19:45,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902553,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,80,20:00,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902553,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,81,20:15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902553,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,82,20:30,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.880387902553,0.0,0.0,0.0,0,0,0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,83,20:45,15,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3321.0909142183427,15.0,0.0,0.0,1,1,60.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,84,21:00,15,0.0,0.0,0.0,0.0,7.5,15.0,0.0,3313.1961773762373,22.5,15.0,60.0,2,2,90.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,85,21:15,15,0.0,0.0,0.0,0.0,0.0002999999999605949,0.0,0.0,3313.195861586764,0.0002999999999605949,0.0,0.0,1,0,0.0011999999998423797,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,86,21:30,15,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3297.406387902553,15.0,0.0,0.0,2,2,60.0,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,87,21:45,15,0.0,0.0,0.0,0.0,2.500000027794158e-05,0.0,0.0,3297.406361586763,2.500000027794158e-05,0.0,0.0,1,0,0.00010000000000000005,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,88,22:00,15,0.0,0.0,0.0,0.0,10.512485614636262,11.987539385364029,0.0,3286.340587255567,22.500025000000292,11.987539385364029,47.950157541456115,3,2,90.0001,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,89,22:15,15,0.0,0.0,0.0,0.0,0.0,0.7955141705252426,0.0,3286.340587255567,0.7955141705252426,0.7955141705252426,3.1820566821009706,1,1,3.1820566821009706,False,False
RAIN,b23fd26c-1233-4c73-bb9e-bdb8b1584760,prepared-a6c5e0a8cdd9b32b-f1e18f252e336f1f-8acc7b3a,90,22:30,15,0.0,0.0,0.0,0.0,22.5,0.0,0.0,3262.656376729251,22.5,0.0,0.0,2,2,90.0,False,False
