trip_id,route_family,departure,sunny_powertrain,rain_powertrain,service_distance_km
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1757,渋22,17:57,BEV,BEV,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1802,渋22,18:02,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1807,渋23,18:07,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1810,渋23,18:10,BEV,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1818,渋22,18:18,BEV,BEV,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1818,渋22,18:18,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1825,渋23,18:25,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1827,渋23,18:27,ICE,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1836,渋22,18:36,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1836,渋22,18:36,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1844,渋23,18:44,BEV,BEV,9.262104
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1845,渋23,18:45,ICE,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1854,渋22,18:54,BEV,BEV,8.878174
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1855,渋22,18:55,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1900,渋23,19:00,ICE,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1902,渋23,19:02,BEV,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1909,渋22,19:09,BEV,BEV,8.878174
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1914,渋22,19:14,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1918,渋23,19:18,ICE,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602850.Yougaeki.00240311.2.Weekday.1919,渋22,19:19,BEV,ICE,2.743056
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1921,渋23,19:21,BEV,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1927,渋22,19:27,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.1930,渋21,19:30,BEV,BEV,5.817547
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1934,渋22,19:34,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1936,渋23,19:36,BEV,BEV,9.376639
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.1942,渋23,19:42,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.1945,渋22,19:45,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.1948,渋23,19:48,ICE,ICE,3.241521
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.1954,渋23,19:54,BEV,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.1955,渋22,19:55,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.2002,渋23,20:02,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.2003,渋22,20:03,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.2012,渋23,20:12,BEV,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.2015,渋22,20:15,BEV,BEV,8.763639
odpt.BusTimetable:TokyuBus.Shibu21.0004602974.Shibuyaeki.00240050.5.Weekday.2018,渋21,20:18,BEV,BEV,5.817547
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.2022,渋22,20:22,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.2022,渋23,20:22,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602850.Yougaeki.00240311.2.Weekday.2023,渋22,20:23,BEV,BEV,2.743056
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.2031,渋23,20:31,ICE,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.2035,渋22,20:35,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602969.Shibuyaeki.00240050.5.Weekday.2040,渋22,20:40,BEV,ICE,8.878174
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.2042,渋23,20:42,BEV,BEV,9.262104
odpt.BusTimetable:TokyuBus.Shibu23.0004602972.Shibuyaeki.00240050.5.Weekday.2050,渋23,20:50,ICE,ICE,9.376639
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.2055,渋22,20:55,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602324.Shibuyaeki.00240050.5.Weekday.2100,渋22,21:00,BEV,BEV,8.763616
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.2102,渋23,21:02,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu23.0004600088.Shibuyaeki.00240050.5.Weekday.2110,渋23,21:10,ICE,ICE,9.262081
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.2110,渋23,21:10,BEV,ICE,3.241521
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.2115,渋22,21:15,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602324.Shibuyaeki.00240050.5.Weekday.2120,渋22,21:20,BEV,ICE,8.763616
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.2129,渋22,21:29,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu23.0004600088.Shibuyaeki.00240050.5.Weekday.2130,渋23,21:30,BEV,BEV,9.262081
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.2136,渋23,21:36,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602324.Shibuyaeki.00240050.5.Weekday.2140,渋22,21:40,BEV,ICE,8.763616
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.2141,渋23,21:41,BEV,ICE,3.241521
odpt.BusTimetable:TokyuBus.Shibu23.0004600088.Shibuyaeki.00240050.5.Weekday.2150,渋23,21:50,ICE,ICE,9.262081
odpt.BusTimetable:TokyuBus.Shibu22.0004602849.Yougaeki.00240311.2.Weekday.2152,渋22,21:52,BEV,ICE,8.763639
odpt.BusTimetable:TokyuBus.Shibu22.0004602324.Shibuyaeki.00240050.5.Weekday.2200,渋22,22:00,BEV,ICE,8.763616
odpt.BusTimetable:TokyuBus.Shibu23.0004600812.Soshigayaookuraeki.00240324.1.Weekday.2202,渋23,22:02,ICE,ICE,9.262104
odpt.BusTimetable:TokyuBus.Shibu22.0004602850.Yougaeki.00240311.2.Weekday.2205,渋22,22:05,BEV,BEV,2.743056
odpt.BusTimetable:TokyuBus.Shibu21.0004602236.Shibuyaeki.00240050.5.Weekday.2206,渋21,22:06,BEV,BEV,5.702989
odpt.BusTimetable:TokyuBus.Shibu23.0004600088.Shibuyaeki.00240050.5.Weekday.2212,渋23,22:12,BEV,ICE,9.262081
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.2217,渋23,22:17,ICE,ICE,3.241521
odpt.BusTimetable:TokyuBus.Shibu21.0004602236.Shibuyaeki.00240050.5.Weekday.2218,渋21,22:18,BEV,BEV,5.702989
odpt.BusTimetable:TokyuBus.Shibu22.0004602850.Yougaeki.00240311.2.Weekday.2224,渋22,22:24,BEV,ICE,2.743056
odpt.BusTimetable:TokyuBus.Shibu23.0004600088.Shibuyaeki.00240050.5.Weekday.2224,渋23,22:24,ICE,ICE,9.262081
odpt.BusTimetable:TokyuBus.Shibu21.0004602325.Shibuyaeki.00240050.5.Weekday.2230,渋21,22:30,BEV,BEV,3.376188
odpt.BusTimetable:TokyuBus.Shibu21.0004602236.Shibuyaeki.00240050.5.Weekday.2237,渋21,22:37,BEV,BEV,5.702989
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.2237,渋23,22:37,BEV,BEV,3.241521
odpt.BusTimetable:TokyuBus.Shibu21.0004602236.Shibuyaeki.00240050.5.Weekday.2244,渋21,22:44,BEV,BEV,5.702989
odpt.BusTimetable:TokyuBus.Shibu22.0004602850.Yougaeki.00240311.2.Weekday.2244,渋22,22:44,BEV,ICE,2.743056
odpt.BusTimetable:TokyuBus.Shibu21.0004602236.Shibuyaeki.00240050.5.Weekday.2250,渋21,22:50,BEV,BEV,5.702989
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.2259,渋23,22:59,ICE,ICE,3.241521
odpt.BusTimetable:TokyuBus.Shibu23.0004602174.Soshigayaookuraeki.00240324.1.Weekday.2311,渋23,23:11,BEV,ICE,3.241521
