accounting_reconciliation_delta_jpy,accounting_reconciliation_passed,assignment_hash,assignment_unchanged,canonical_actual_cost_jpy,costs_jpy,dispatch_reoptimization_performed,energy,energy_recourse_optimization_performed,evaluation_wall_time_sec,fallback_used,minimum_bev_soc_kwh,physical_validation_errors,physical_validation_feasible,recourse_hash,repair_used,scenario,selectable,solved_assignment_hash,source_candidate_hash,stage2_feasible,stage2_runtime_seconds,stage2_solver_status,terminal_bess_soc_kwh_total,terminal_bev_soc_kwh_total,used_vehicle_count
0.0,True,dd3c7bbc38bbbb3cc7f9237b7d696b935c3c0264272ac27930a1b769c0f0393d,True,1047311.1586193787,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-12, ""fuel_cost"": 66170.42678097347, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 980000.0}",False,"{""bess_to_bus_kwh"": 782.116143052635, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5169.68613515188, ""pv_to_bess_kwh"": 866.6106848228618, ""pv_to_bus_kwh"": 19.95318002525788}",True,5.355666599993128,False,,[],True,d2fd9462bcaf4ae3b9c7e50077b740f2d036202f6d8f2bfe8ed981e3c8f77c14,False,SUNNY,True,dd3c7bbc38bbbb3cc7f9237b7d696b935c3c0264272ac27930a1b769c0f0393d,b32fce98a5368050d85f4f8d07eb52a8684ed6da0f8f4e5ce0dc6d5e9636eb5c,True,2.0588409999618307,optimal,,,49
0.0,True,dd3c7bbc38bbbb3cc7f9237b7d696b935c3c0264272ac27930a1b769c0f0393d,True,1047311.1586193787,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.0913936421275139e-11, ""fuel_cost"": 66170.42678097347, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 980000.0}",False,"{""bess_to_bus_kwh"": 782.116143052635, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 109.63613515187683, ""pv_to_bess_kwh"": 866.6106848228657, ""pv_to_bus_kwh"": 19.953180025257552}",True,5.356748699967284,False,,[],True,1a0e02bc71a73b00271b997c6bde406fbae504aa50089050d4fcbcd0ec2bda1c,False,RAIN,True,dd3c7bbc38bbbb3cc7f9237b7d696b935c3c0264272ac27930a1b769c0f0393d,b32fce98a5368050d85f4f8d07eb52a8684ed6da0f8f4e5ce0dc6d5e9636eb5c,True,2.0610687999869697,optimal,,,49
0.0,True,ddeb4211cfc03b47cc7403c0d1babc939b410f94f0c300491792a794616ebe80,True,671015.0770377993,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 6.548361852765083e-11, ""fuel_cost"": 30489.460088495543, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 1799.2721240241515, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 3841.340786024677, ""pv_to_bess_kwh"": 1993.653323018453, ""pv_to_bus_kwh"": 221.25589095687}",True,5.222876099986024,False,,[],True,f489e12e2fb6c84b851fc92793724ba3b5c2f954d9eb9dd813eadddd4157fceb,False,SUNNY,True,ddeb4211cfc03b47cc7403c0d1babc939b410f94f0c300491792a794616ebe80,aa55c76cf7871bb8ca4a6559745341bae8575986bd6046cb2dfd9c75f736b95a,True,1.9161814999533817,optimal,,,32
0.0,True,ddeb4211cfc03b47cc7403c0d1babc939b410f94f0c300491792a794616ebe80,True,704231.71707933,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 32672.10495888276, ""fuel_cost"": 30489.460088495543, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 599.2799139417948, ""grid_import_kwh"": 1089.070165296088, ""peak_grid_kw"": 200.0, ""pv_curtail_kwh"": 0.0, ""pv_to_bess_kwh"": 664.0220653095064, ""pv_to_bus_kwh"": 332.1779346904936}",True,5.18038279999746,False,,[],True,e9cd5700a18a2c8acc8c76f0415677105fba33018b21fe2a44a0679ac0bbae5b,False,RAIN,True,ddeb4211cfc03b47cc7403c0d1babc939b410f94f0c300491792a794616ebe80,aa55c76cf7871bb8ca4a6559745341bae8575986bd6046cb2dfd9c75f736b95a,True,1.8832723000086844,optimal,,,32
0.0,True,e511bd6940ac14fa39148178676a79bb32dc20e3cc4f821a54a36bbd8e3dcf1f,True,698863.087754261,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 7.275957614183426e-12, ""fuel_cost"": 57865.52658185838, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 634.1815152294739, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5109.957398750279, ""pv_to_bess_kwh"": 702.6941997002472, ""pv_to_bus_kwh"": 243.59840154947372}",True,4.548756899952423,False,,[],True,d9d50874f072d3d6e4e491003e2862644132362cec8d48a72e2dc67f49e8571d,False,SUNNY,True,e511bd6940ac14fa39148178676a79bb32dc20e3cc4f821a54a36bbd8e3dcf1f,b4f0a36c694d539fe75b8d3a6d38ffce9e3ccb53773cbc0f7367c62f735194cb,True,1.2725612999638543,optimal,,,32
0.0,True,e511bd6940ac14fa39148178676a79bb32dc20e3cc4f821a54a36bbd8e3dcf1f,True,698863.087754261,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.4551915228366852e-11, ""fuel_cost"": 57865.52658185838, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 632.5992073674008, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 50.07834059687514, ""pv_to_bess_kwh"": 700.9409499915799, ""pv_to_bus_kwh"": 245.18070941154497}",True,4.7034720000228845,False,,[],True,8959cc70e85596c7c1d74b5c891a882022c5c25d329804d2f6e34bc9fd231812,False,RAIN,True,e511bd6940ac14fa39148178676a79bb32dc20e3cc4f821a54a36bbd8e3dcf1f,b4f0a36c694d539fe75b8d3a6d38ffce9e3ccb53773cbc0f7367c62f735194cb,True,1.4164893999695778,optimal,,,32
0.0,True,e5a0b6aa409d52be836449063e720054d442693dbfdaaf3d11f8fb928b1c7f1a,True,706897.3427014399,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 7.275957614183426e-12, ""fuel_cost"": 65763.62386061945, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 523.0338156989361, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5451.652119031534, ""pv_to_bess_kwh"": 579.5388539600451, ""pv_to_bus_kwh"": 25.059027008420273}",True,4.202524500025902,False,,[],True,1f6e771efbb646892073eb7d31d59ffbfd99b1f56e1c1d09c84603b6a773d117,False,SUNNY,True,e5a0b6aa409d52be836449063e720054d442693dbfdaaf3d11f8fb928b1c7f1a,152bb82e5e88138615a5f86b151b5ea5ec8d8b74db0330b175c53500a2463836,True,0.9146704999729991,optimal,,,32
0.0,True,e5a0b6aa409d52be836449063e720054d442693dbfdaaf3d11f8fb928b1c7f1a,True,706897.3427014399,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 7.275957614183426e-12, ""fuel_cost"": 65763.62386061945, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 416.1253537810519, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 403.15180034675706, ""pv_to_bess_kwh"": 461.08072441113774, ""pv_to_bus_kwh"": 131.96747524210528}",True,4.237147599982563,False,,[],True,e408ecc0be3159e0c1f0cb6a0d6bb69ce600805519c9900579d7aa9cf91a372d,False,RAIN,True,e5a0b6aa409d52be836449063e720054d442693dbfdaaf3d11f8fb928b1c7f1a,152bb82e5e88138615a5f86b151b5ea5ec8d8b74db0330b175c53500a2463836,True,0.9536303000058979,optimal,,,32
0.0,True,e7d6d5694209a960cccd6c2f20729c92bcab88089cc2abdf6474ef82a5822db1,True,1027299.0571063138,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-12, ""fuel_cost"": 66158.53035398232, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 960000.0}",False,"{""bess_to_bus_kwh"": 706.0239568351236, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5190.708573944714, ""pv_to_bess_kwh"": 782.2980131137106, ""pv_to_bus_kwh"": 83.24341294157608}",True,5.87289979995694,False,,[],True,9a73437ec282302d509fb1bbe1763244669b41fb90060e4bc8338a061a961a22,False,SUNNY,True,e7d6d5694209a960cccd6c2f20729c92bcab88089cc2abdf6474ef82a5822db1,bd3cb324eeeb0c43f41ae48e196e1f0f97b37ed0f76e11d2a6b415ac7f65fd12,True,2.591965000028722,optimal,,,48
0.0,True,e7d6d5694209a960cccd6c2f20729c92bcab88089cc2abdf6474ef82a5822db1,True,1027299.0571063138,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.4551915228366852e-11, ""fuel_cost"": 66158.53035398232, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 960000.0}",False,"{""bess_to_bus_kwh"": 415.19750411369796, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 162.07750977874645, ""pv_to_bess_kwh"": 460.0526361370633, ""pv_to_bus_kwh"": 374.0698540841903}",True,6.395358600013424,False,,[],True,6387107482e6a82ecf7e439086d51d1b0c1f2fe083c1e969ee090b1ab5aeb6fc,False,RAIN,True,e7d6d5694209a960cccd6c2f20729c92bcab88089cc2abdf6474ef82a5822db1,bd3cb324eeeb0c43f41ae48e196e1f0f97b37ed0f76e11d2a6b415ac7f65fd12,True,3.1195186999975704,optimal,,,48
0.0,True,f1c7f3cd925b59fc21c91a086f18ae067e28aab7f8ece26dcb8ab9a535378f93,True,1126803.0609234155,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-12, ""fuel_cost"": 65670.93988938053, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 1060000.0}",False,"{""bess_to_bus_kwh"": 674.8010177638046, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5114.716202492224, ""pv_to_bess_kwh"": 747.7019587410579, ""pv_to_bus_kwh"": 193.83183876671873}",True,7.082936700026039,False,,[],True,c51db25dbbbbc6bc82d5b367e11f0411e2d47c8b8fdeb5d51940fa35906f4638,False,SUNNY,True,f1c7f3cd925b59fc21c91a086f18ae067e28aab7f8ece26dcb8ab9a535378f93,224f0149fff64c812af2093335b4a40a3228e9e76d1a421e54cbb1d7a76007ab,True,3.815302699978929,optimal,,,53
0.0,True,f1c7f3cd925b59fc21c91a086f18ae067e28aab7f8ece26dcb8ab9a535378f93,True,1126803.0609234155,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": -3.637978807091713e-12, ""fuel_cost"": 65670.93988938053, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 1060000.0}",False,"{""bess_to_bus_kwh"": 404.132378841801, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 83.90741279127724, ""pv_to_bess_kwh"": 447.79210952000153, ""pv_to_bus_kwh"": 464.50047768872133}",True,7.155234300007578,False,,[],True,68f9327de30343277c4f0ee35d8795fa31dac3dc65432489eee4cb0161fb04ed,False,RAIN,True,f1c7f3cd925b59fc21c91a086f18ae067e28aab7f8ece26dcb8ab9a535378f93,224f0149fff64c812af2093335b4a40a3228e9e76d1a421e54cbb1d7a76007ab,True,3.8683342000003904,optimal,,,53
0.0,True,f84e87d75edf3de1f9f1d64b225811bc7f27fd2b3e552c6b6e926b507afe1a5b,True,1106790.9594103505,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 3.637978807091713e-12, ""fuel_cost"": 65659.04346238938, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 1040000.0}",False,"{""bess_to_bus_kwh"": 835.8777716252666, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 5110.116463603257, ""pv_to_bess_kwh"": 926.1803563714849, ""pv_to_bus_kwh"": 19.95318002525788}",True,5.6224826000398025,False,,[],True,3a0b0599c72b2e7594ad74a53f24ea8e223b43d15dcccdf18fcfca6dc9b6c073,False,SUNNY,True,f84e87d75edf3de1f9f1d64b225811bc7f27fd2b3e552c6b6e926b507afe1a5b,0f96311ad938c86155972bc4ca558e405b8bfc1abc7e5513fcd52177b6561a14,True,2.3166773000266403,optimal,,,52
0.0,True,f84e87d75edf3de1f9f1d64b225811bc7f27fd2b3e552c6b6e926b507afe1a5b,True,1106790.9594103505,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": -3.637978807091713e-12, ""fuel_cost"": 65659.04346238938, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 1040000.0}",False,"{""bess_to_bus_kwh"": 490.5816204883734, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 87.36995012500279, ""pv_to_bess_kwh"": 543.580742923436, ""pv_to_bus_kwh"": 365.24930695156127}",True,7.6119590000016615,False,,[],True,e0a0989acacc4afc876a9e1407ba230c1450e4ecf2186825f930cde2c2d90413,False,RAIN,True,f84e87d75edf3de1f9f1d64b225811bc7f27fd2b3e552c6b6e926b507afe1a5b,0f96311ad938c86155972bc4ca558e405b8bfc1abc7e5513fcd52177b6561a14,True,4.315396299993154,optimal,,,52
0.0,True,f932b55a1d8f4bdd80c24466353e6db3669e2b168729bd99769a7d1b9f057493,True,666164.0823664974,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 1.3096723705530167e-10, ""fuel_cost"": 25720.675918141573, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 2027.5084475473354, ""grid_import_kwh"": 0.0, ""peak_grid_kw"": 0.0, ""pv_curtail_kwh"": 3617.622240799076, ""pv_to_bess_kwh"": 2246.546756285135, ""pv_to_bus_kwh"": 192.08100291578893}",True,5.23300200002268,False,,[],True,27d48d6401638ac9eb94584f7f4901eebfaa2d800ac7ad4128d6d1c6008f53b3,False,SUNNY,True,f932b55a1d8f4bdd80c24466353e6db3669e2b168729bd99769a7d1b9f057493,3cca5d222273f3d023c68aa44537ea7db82ceef4833ee135310f693c65aa97be,True,1.9417399000376463,optimal,,,32
0.0,True,f932b55a1d8f4bdd80c24466353e6db3669e2b168729bd99769a7d1b9f057493,True,705452.0961260219,"{""degradation_cost"": 0.0, ""demand_cost"": 0.0, ""electricity_cost"": 38643.947960188285, ""fuel_cost"": 25720.675918141573, ""stationary_battery_degradation_cost"": 0.0, ""vehicle_usage_cost"": 640000.0}",False,"{""bess_to_bus_kwh"": 599.2799139417999, ""grid_import_kwh"": 1288.1315986729371, ""peak_grid_kw"": 200.0, ""pv_curtail_kwh"": 0.0, ""pv_to_bess_kwh"": 664.0220653094736, ""pv_to_bus_kwh"": 332.1779346905264}",True,5.168185100017581,False,,[],True,d168b9b7edd7f08ccfd0d208b8ba762774f9d9653137fe39d190bb8ca4a5325f,False,RAIN,True,f932b55a1d8f4bdd80c24466353e6db3669e2b168729bd99769a7d1b9f057493,3cca5d222273f3d023c68aa44537ea7db82ceef4833ee135310f693c65aa97be,True,1.8857807000167668,optimal,,,32
